funny,last_edited,item_id,helpful,recommend,review,posted
,,218620,1 of 1 people (100%) found this review helpful,True,2,2014-08-02
,,51100,1 of 1 people (100%) found this review helpful,True,2,2013-12-13
,,238460,2 of 3 people (67%) found this review helpful,True,2,2014-06-21
,,315640,1 of 3 people (33%) found this review helpful,False,0,2014-08-20
,,401920,No ratings yet,True,1,2015-10-30
,,304930,No ratings yet,True,2,2014-07-15
,,440,No ratings yet,True,1,2014-03-15
,,570,No ratings yet,True,2,2014-10-17
,,440,1 of 1 people (100%) found this review helpful,True,2,2014-06-29
,,105600,0 of 1 people (0%) found this review helpful,True,2,2015-01-24
,,209870,0 of 1 people (0%) found this review helpful,True,2,2014-02-19
,,730,1 of 2 people (50%) found this review helpful,True,2,2014-09-07
,,235460,1 of 1 people (100%) found this review helpful,True,2,2015-04-18
,,218640,No ratings yet,False,0,2015-04-18
,,72850,No ratings yet,True,2,2015-03-16
1 person found this review funny,,230410,No ratings yet,True,1,2015-11-25
,,440,No ratings yet,True,2,2015-11-25
,,301520,No ratings yet,True,1,2015-11-10
,,550,No ratings yet,True,1,2015-10-29
,,113400,No ratings yet,True,2,2014-02-03
,,440,No ratings yet,True,2,2013-11-28
,,208090,5 of 9 people (56%) found this review helpful,True,2,2014-03-01
,,38830,10 of 19 people (53%) found this review helpful,False,0,2014-05-24
,,31280,2 of 4 people (50%) found this review helpful,True,2,2014-05-09
,,20570,2 of 5 people (40%) found this review helpful,True,1,2014-02-25
1 person found this review funny,,408330,0 of 3 people (0%) found this review helpful,True,2,2016-01-15
,,206190,3 of 18 people (17%) found this review helpful,False,0,2014-05-08
,,4570,No ratings yet,True,1,2014-05-20
,,272350,3 of 3 people (100%) found this review helpful,True,2,2014-07-11
,,218620,3 of 4 people (75%) found this review helpful,True,2,2016-06-24
,,570,1 of 1 people (100%) found this review helpful,True,2,2014-07-10
,,730,No ratings yet,True,2,2015-10-07
,,440,No ratings yet,True,2,2014-07-16
,,264360,No ratings yet,True,2,2014-07-10
,,10,No ratings yet,True,1,2013-10-06
,,203140,No ratings yet,True,2,2015-10-08
,,271590,No ratings yet,True,2,2015-06-27
,,209160,No ratings yet,True,2,2015-05-05
,,202170,2 of 2 people (100%) found this review helpful,True,2,2014-07-13
,,440,No ratings yet,True,2,2014-04-03
,,242720,1 of 1 people (100%) found this review helpful,True,2,2014-06-02
,,304930,No ratings yet,True,2,2014-07-25
,,200210,No ratings yet,True,2,2014-11-22
2 people found this review funny,,242760,2 of 2 people (100%) found this review helpful,True,2,2016-04-24
,,440,No ratings yet,True,2,2014-08-14
,,239220,No ratings yet,False,0,2014-03-07
,,250600,No ratings yet,True,2,2014-02-17
,,550,No ratings yet,True,2,2013-12-28
,,440,No ratings yet,True,2,2013-12-25
,,550,1 of 1 people (100%) found this review helpful,True,2,2014-07-24
3 people found this review funny,,440,3 of 3 people (100%) found this review helpful,True,1,2015-01-22
,,4000,2 of 2 people (100%) found this review helpful,True,1,2014-04-08
,"Last edited October 29, 2015.",12200,3 of 3 people (100%) found this review helpful,True,1,2014-08-29
,,203160,1 of 1 people (100%) found this review helpful,True,1,2015-07-23
,,570,No ratings yet,True,2,2013-12-24
,,1250,0 of 1 people (0%) found this review helpful,True,2,2014-10-17
,,206420,0 of 1 people (0%) found this review helpful,True,2,2014-01-18
1 person found this review funny,,440,1 of 1 people (100%) found this review helpful,True,2,2016-05-06
,,496920,No ratings yet,True,2,2016-08-07
,,17410,0 of 1 people (0%) found this review helpful,True,1,2014-01-05
,,440,No ratings yet,True,1,2013-11-27
,,730,No ratings yet,True,1,2015-01-19
,,24200,1 of 3 people (33%) found this review helpful,True,2,2013-12-24
,,225833,3 of 6 people (50%) found this review helpful,True,2,2014-10-04
,,8870,No ratings yet,True,2,2014-04-16
,,208090,No ratings yet,True,2,2014-02-13
,,10500,No ratings yet,True,2,2013-12-07
,,31280,No ratings yet,False,0,2015-12-22
,,346900,0 of 1 people (0%) found this review helpful,True,1,2015-06-30
,,304930,No ratings yet,False,0,2015-07-03
,,440,No ratings yet,True,1,2014-06-27
,,49520,No ratings yet,True,2,2014-09-13
,,212480,No ratings yet,True,1,2013-12-06
,,550,1 of 1 people (100%) found this review helpful,True,1,2013-12-30
,,440,1 of 1 people (100%) found this review helpful,True,2,2014-10-17
,,550,1 of 1 people (100%) found this review helpful,True,2,2014-10-17
,,221100,9 of 14 people (64%) found this review helpful,True,2,2014-08-01
,,4000,1 of 1 people (100%) found this review helpful,True,2,2014-10-30
,,72850,1 of 1 people (100%) found this review helpful,True,2,2014-08-10
,,239140,No ratings yet,True,2,2016-07-13
,,104900,No ratings yet,True,2,2014-08-30
,,252490,No ratings yet,True,2,2014-07-07
,,440,No ratings yet,True,1,2015-03-04
,,31280,No ratings yet,True,1,2015-02-28
,,34900,No ratings yet,True,1,2015-02-01
,,31280,2 of 5 people (40%) found this review helpful,False,0,2014-03-12
,,620,No ratings yet,True,2,2015-05-30
3 people found this review funny,,32370,8 of 9 people (89%) found this review helpful,True,2,2015-06-26
,,730,No ratings yet,True,2,2016-03-31
,,208090,No ratings yet,True,2,2014-05-10
,,209160,No ratings yet,True,2,2014-06-29
,,63380,No ratings yet,True,2,2014-06-29
,,242920,No ratings yet,True,2,2014-06-29
,,12210,No ratings yet,True,2,2014-06-29
,"Last edited April 17, 2014.",550,No ratings yet,True,2,2014-03-22
,"Last edited February 25, 2014.",104900,No ratings yet,True,2,2014-02-25
,,4000,No ratings yet,True,2,2014-01-16
,,440,No ratings yet,True,2,2013-12-27
,,304930,No ratings yet,True,1,2014-07-18
,,440,1 of 1 people (100%) found this review helpful,True,1,2013-12-02
,,242680,No ratings yet,True,2,2015-07-19
,,383230,No ratings yet,True,2,2015-07-11
,,440,No ratings yet,True,2,2015-08-11
,,550,No ratings yet,True,2,2014-12-31
,,4000,No ratings yet,True,2,2014-03-19
,,440,No ratings yet,True,2,2014-03-19
,,31280,No ratings yet,True,2,2014-03-12
,,440,No ratings yet,True,1,2014-02-13
,,440,No ratings yet,True,1,2014-02-08
,,226980,2 of 7 people (29%) found this review helpful,False,0,2016-03-23
,,8930,No ratings yet,True,1,2016-03-23
,,440,No ratings yet,True,2,2016-01-22
,,208090,No ratings yet,True,2,2014-02-07
,,113200,No ratings yet,True,1,2014-07-16
,,440,No ratings yet,True,2,2015-02-16
,,4000,No ratings yet,True,1,2014-11-05
,,730,No ratings yet,True,2,2014-11-05
1 person found this review funny,,550,2 of 3 people (67%) found this review helpful,True,2,2013-12-29
,,440,1 of 2 people (50%) found this review helpful,True,2,2013-12-29
,,51100,No ratings yet,True,2,2016-01-25
,,200210,No ratings yet,True,1,2014-04-15
,,440,No ratings yet,True,1,2014-03-24
,,440,1 of 1 people (100%) found this review helpful,True,2,2015-10-25
,,730,No ratings yet,True,1,2016-01-18
,,203160,No ratings yet,True,2,2015-11-27
,,219150,No ratings yet,True,2,2015-11-07
,,206210,1 of 1 people (100%) found this review helpful,True,2,2014-04-22
,,4000,No ratings yet,True,1,2014-05-28
,,301520,No ratings yet,True,2,2014-12-13
,,250420,No ratings yet,True,2,2014-07-01
,,440,No ratings yet,True,2,2013-11-28
,,570,No ratings yet,True,1,2014-12-13
,,440,No ratings yet,True,1,2014-06-23
,,243870,No ratings yet,True,1,2014-04-27
,,219740,No ratings yet,True,2,2015-06-14
,,200210,No ratings yet,True,1,2014-01-07
1 person found this review funny,"Last edited November 8, 2015.",311210,1 of 5 people (20%) found this review helpful,True,2,2015-11-08
,,224260,No ratings yet,True,2,2015-08-07
,,440,No ratings yet,True,2,2014-08-29
7 people found this review funny,Last edited February 18.,12120,29 of 31 people (94%) found this review helpful,True,1,2015-07-02
,,261570,1 of 1 people (100%) found this review helpful,True,1,2015-06-22
1 person found this review funny,,378660,1 of 3 people (33%) found this review helpful,True,1,2016-01-20
,,417860,No ratings yet,True,1,2016-03-03
,,369580,No ratings yet,True,1,2015-07-04
,,440,No ratings yet,True,2,2013-12-20
,,224260,No ratings yet,False,0,2014-03-13
,,385770,No ratings yet,True,1,2016-03-18
1 person found this review funny,,8930,4 of 6 people (67%) found this review helpful,True,2,2016-05-12
2 people found this review funny,,730,1 of 1 people (100%) found this review helpful,True,1,2016-05-15
3 people found this review funny,,270170,9 of 18 people (50%) found this review helpful,False,0,2016-05-21
,,440,No ratings yet,True,2,2014-05-13
,,730,No ratings yet,True,2,2015-10-31
,,17080,No ratings yet,True,1,2013-12-28
,,304930,No ratings yet,True,2,2015-02-06
,,440,2 of 3 people (67%) found this review helpful,True,1,2014-02-21
,,266210,4 of 7 people (57%) found this review helpful,True,2,2014-09-30
,,70300,1 of 2 people (50%) found this review helpful,True,2,2014-03-02
3 people found this review funny,,224760,2 of 7 people (29%) found this review helpful,True,2,2014-09-30
,,570,No ratings yet,True,2,2014-11-02
,,4000,No ratings yet,True,2,2013-12-14
,,51100,No ratings yet,True,2,2014-02-28
,,113400,No ratings yet,True,1,2014-01-27
,,440,No ratings yet,True,1,2013-12-31
5 people found this review funny,,208650,7 of 8 people (88%) found this review helpful,False,0,2015-11-06
,,17410,2 of 2 people (100%) found this review helpful,True,2,2014-01-27
,,113400,2 of 4 people (50%) found this review helpful,True,2,2013-12-19
,,4000,No ratings yet,True,1,2016-02-04
,,440,1 of 3 people (33%) found this review helpful,True,2,2014-08-12
,,232090,2 of 2 people (100%) found this review helpful,True,2,2015-04-24
,,219640,1 of 1 people (100%) found this review helpful,True,1,2014-10-31
,,203160,1 of 1 people (100%) found this review helpful,True,2,2013-12-23
,,307780,1 of 2 people (50%) found this review helpful,True,1,2015-04-24
,,105600,No ratings yet,True,1,2015-09-25
,,248570,No ratings yet,False,0,2014-12-21
,,218060,No ratings yet,True,2,2014-01-05
,,238460,No ratings yet,True,1,2014-12-02
,,4000,No ratings yet,True,1,2014-10-04
,,104900,No ratings yet,True,1,2014-03-12
,,245550,No ratings yet,True,2,2014-07-11
,,440,No ratings yet,True,2,2014-06-17
,,219640,2 of 2 people (100%) found this review helpful,True,1,2015-01-08
,,206420,0 of 1 people (0%) found this review helpful,True,1,2014-01-25
,,319630,No ratings yet,True,1,2016-08-06
,"Last edited September 25, 2015.",570,1 of 1 people (100%) found this review helpful,True,1,2015-08-08
,,440,No ratings yet,True,1,2016-06-14
,,242760,22 of 26 people (85%) found this review helpful,True,2,2014-06-01
,,262410,12 of 15 people (80%) found this review helpful,True,2,2014-05-28
,,238280,22 of 34 people (65%) found this review helpful,True,2,2014-03-31
,,248820,7 of 9 people (78%) found this review helpful,True,2,2014-03-31
,,49520,No ratings yet,True,2,2014-07-26
,,417860,1 of 1 people (100%) found this review helpful,True,1,2015-11-23
,,440,1 of 1 people (100%) found this review helpful,True,1,2014-06-08
,"Last edited June 25, 2015.",730,No ratings yet,True,1,2014-07-03
,,381120,1 of 2 people (50%) found this review helpful,True,2,2015-11-08
,,304930,No ratings yet,True,1,2015-08-28
,,550,1 of 1 people (100%) found this review helpful,True,2,2014-01-18
,,440,0 of 1 people (0%) found this review helpful,True,2,2013-11-27
,,440,2 of 2 people (100%) found this review helpful,True,1,2013-12-23
,,211500,11 of 15 people (73%) found this review helpful,True,2,2014-10-10
,,440,No ratings yet,False,0,2014-09-30
,,4000,No ratings yet,True,2,2014-09-30
,,203160,No ratings yet,True,2,2014-08-04
,,730,1 of 1 people (100%) found this review helpful,True,2,2015-05-18
,,207610,No ratings yet,True,2,2015-07-30
,,8870,0 of 2 people (0%) found this review helpful,True,2,2014-04-02
1 person found this review funny,,224260,1 of 1 people (100%) found this review helpful,True,2,2014-01-21
,,570,No ratings yet,True,2,2014-09-25
,,250900,No ratings yet,True,1,2014-11-27
,,226980,No ratings yet,True,2,2014-10-12
,,242720,No ratings yet,True,1,2014-02-19
,,42960,No ratings yet,True,2,2014-03-25
,,239030,No ratings yet,True,2,2014-02-16
,,236850,No ratings yet,True,1,2014-02-05
,,268750,No ratings yet,True,2,2014-04-29
,,4000,No ratings yet,True,1,2015-11-20
,,209160,3 of 4 people (75%) found this review helpful,False,0,2013-12-17
,,570,2 of 3 people (67%) found this review helpful,True,2,2014-06-21
,"Last edited July 28, 2015.",319630,1 of 1 people (100%) found this review helpful,True,1,2015-07-05
,,570,No ratings yet,False,0,2015-10-03
,,72850,No ratings yet,True,1,2015-10-29
,,51100,No ratings yet,False,0,2015-05-29
,,242760,1 of 1 people (100%) found this review helpful,True,2,2014-06-01
,,213670,0 of 1 people (0%) found this review helpful,True,2,2014-03-05
,,209060,No ratings yet,True,2,2014-12-01
,,11280,No ratings yet,True,2,2014-03-12
,,730,1 of 1 people (100%) found this review helpful,True,2,2014-04-16
,,4000,0 of 1 people (0%) found this review helpful,True,2,2013-12-05
,,230410,No ratings yet,True,2,2014-02-16
,,4000,1 of 1 people (100%) found this review helpful,True,2,2014-02-17
,"Last edited June 20, 2015.",313500,No ratings yet,True,2,2015-06-20
,"Last edited October 2, 2014.",218230,No ratings yet,True,1,2014-10-02
,"Last edited September 20, 2014.",550,No ratings yet,True,2,2014-09-20
,,304930,No ratings yet,True,1,2014-08-26
,,200210,No ratings yet,False,0,2015-10-09
,,105600,1 of 1 people (100%) found this review helpful,True,2,2014-01-01
,,8930,No ratings yet,True,1,2014-01-04
,,244590,No ratings yet,True,2,2014-05-02
,,105600,No ratings yet,True,2,2014-03-07
,,250420,No ratings yet,False,0,2014-01-22
,,4000,0 of 1 people (0%) found this review helpful,True,1,2014-03-13
,,570,0 of 1 people (0%) found this review helpful,True,1,2014-06-04
,,730,No ratings yet,True,1,2015-06-24
,,304930,1 of 1 people (100%) found this review helpful,True,1,2014-07-19
1 person found this review funny,,570,No ratings yet,True,1,2014-03-06
,,4000,No ratings yet,True,2,2014-03-13
,,440,No ratings yet,True,2,2013-12-25
1 person found this review funny,,306460,5 of 6 people (83%) found this review helpful,True,2,2015-12-24
1 person found this review funny,,301520,9 of 14 people (64%) found this review helpful,False,0,2015-09-26
,,99900,0 of 1 people (0%) found this review helpful,True,2,2015-05-14
,,570,1 of 1 people (100%) found this review helpful,True,1,2015-04-14
,,440,No ratings yet,True,2,2014-04-22
,,224260,1 of 1 people (100%) found this review helpful,True,2,2014-04-25
,,305260,No ratings yet,True,2,2014-08-20
,,1840,No ratings yet,True,1,2014-07-23
,,440,No ratings yet,True,1,2014-01-27
,,730,No ratings yet,True,2,2014-09-08
,,440,1 of 1 people (100%) found this review helpful,True,1,2013-12-03
,,104900,No ratings yet,True,2,2015-10-02
,,206420,No ratings yet,True,2,2015-09-18
,,113420,0 of 1 people (0%) found this review helpful,True,2,2013-12-13
1 person found this review funny,,252490,1 of 1 people (100%) found this review helpful,True,1,2015-06-18
,,730,1 of 1 people (100%) found this review helpful,True,2,2014-10-07
,,570,No ratings yet,True,1,2015-07-19
,,440,No ratings yet,True,1,2015-03-20
,,51100,No ratings yet,True,1,2014-11-19
,,1250,No ratings yet,True,1,2013-11-02
,,440,No ratings yet,True,1,2014-02-12
,,99900,2 of 3 people (67%) found this review helpful,True,1,2013-12-02
,,291480,No ratings yet,True,2,2014-07-02
,,1250,No ratings yet,True,1,2013-12-11
,,370100,1 of 1 people (100%) found this review helpful,False,0,2015-10-30
,,380600,1 of 2 people (50%) found this review helpful,True,2,2015-08-19
,,227940,No ratings yet,True,1,2014-08-09
,"Last edited October 2, 2015.",332070,No ratings yet,False,0,2014-12-14
,,252490,0 of 1 people (0%) found this review helpful,True,2,2015-02-21
,,224540,0 of 1 people (0%) found this review helpful,True,2,2014-10-29
,,730,1 of 1 people (100%) found this review helpful,True,2,2015-02-07
,,51100,No ratings yet,False,0,2015-04-01
,,259080,No ratings yet,True,2,2014-02-07
1 person found this review funny,,440,1 of 1 people (100%) found this review helpful,True,2,2014-09-18
,,98200,1 of 6 people (17%) found this review helpful,False,0,2014-04-20
,,206190,No ratings yet,True,2,2014-10-28
,,4000,No ratings yet,True,1,2013-12-04
,,225260,No ratings yet,True,1,2014-12-12
,,440,No ratings yet,True,2,2014-07-03
,,440,No ratings yet,True,1,2013-10-27
,,233270,0 of 1 people (0%) found this review helpful,True,1,2014-03-14
,,218620,4 of 5 people (80%) found this review helpful,True,1,2014-10-01
,,323500,1 of 8 people (13%) found this review helpful,False,0,2014-10-06
,,47920,No ratings yet,True,1,2014-03-03
,,4000,No ratings yet,True,2,2013-12-08
,,440,No ratings yet,True,2,2015-11-04
,,322330,No ratings yet,True,2,2015-07-20
,"Last edited April 6, 2014.",72850,1 of 1 people (100%) found this review helpful,True,1,2014-04-06
,,730,1 of 2 people (50%) found this review helpful,True,2,2014-05-10
,,440,0 of 1 people (0%) found this review helpful,True,1,2013-12-28
,,440,1 of 1 people (100%) found this review helpful,True,2,2015-03-25
,,49520,No ratings yet,True,2,2014-07-01
,,204360,No ratings yet,True,2,2014-06-19
,,4000,No ratings yet,True,2,2014-06-19
,,620,No ratings yet,True,2,2014-06-19
,,230410,1 of 2 people (50%) found this review helpful,True,2,2014-01-30
,,211820,0 of 1 people (0%) found this review helpful,True,2,2014-04-01
,,242760,No ratings yet,True,2,2014-11-12
,,570,No ratings yet,True,2,2014-06-22
,,440,No ratings yet,True,2,2014-04-17
,,265930,No ratings yet,True,2,2014-09-18
,"Last edited July 26, 2014.",113020,No ratings yet,True,2,2014-07-14
,,207610,2 of 2 people (100%) found this review helpful,True,2,2013-12-08
,,10180,No ratings yet,True,2,2014-09-03
,,550,No ratings yet,True,1,2014-05-21
,,278080,No ratings yet,True,1,2014-11-20
,,440,No ratings yet,True,1,2014-03-02
,,25000,0 of 2 people (0%) found this review helpful,True,1,2014-04-06
,,113400,No ratings yet,True,1,2014-01-30
,,224260,No ratings yet,True,1,2014-01-30
,,218470,No ratings yet,True,1,2014-01-30
,,99900,1 of 2 people (50%) found this review helpful,True,2,2014-05-12
,"Last edited September 11, 2015.",3730,2 of 2 people (100%) found this review helpful,True,2,2015-07-24
1 person found this review funny,"Last edited July 25, 2015.",10680,2 of 2 people (100%) found this review helpful,True,2,2015-02-27
,,267550,10 of 19 people (53%) found this review helpful,False,0,2016-04-11
,"Last edited July 24, 2015.",4920,0 of 1 people (0%) found this review helpful,True,1,2013-12-13
,,221640,No ratings yet,True,1,2015-09-11
,,220240,No ratings yet,True,2,2015-09-11
,,99810,No ratings yet,True,1,2015-04-27
,"Last edited July 25, 2015.",49540,No ratings yet,False,0,2014-11-08
,,730,2 of 2 people (100%) found this review helpful,True,2,2014-01-20
,,4000,3 of 4 people (75%) found this review helpful,True,2,2014-01-21
,,214560,No ratings yet,True,2,2014-02-03
1 person found this review funny,,242590,6 of 8 people (75%) found this review helpful,True,2,2014-10-04
,,570,1 of 1 people (100%) found this review helpful,True,1,2014-08-14
,,236390,1 of 3 people (33%) found this review helpful,True,1,2016-02-26
1 person found this review funny,,397340,No ratings yet,True,1,2016-03-12
,,224260,No ratings yet,True,2,2016-02-26
,,440,No ratings yet,True,1,2016-02-26
,,424280,No ratings yet,True,1,2016-02-26
,,304930,No ratings yet,True,2,2016-02-26
,,212680,No ratings yet,True,1,2015-12-30
,,209870,No ratings yet,False,0,2015-12-30
,,253710,No ratings yet,False,0,2015-12-30
,,440,1 of 1 people (100%) found this review helpful,True,2,2013-11-14
,,240,No ratings yet,True,2,2015-02-25
,,730,No ratings yet,True,2,2014-06-04
,,440,No ratings yet,True,1,2015-10-19
,,222880,2 of 3 people (67%) found this review helpful,True,2,2014-11-27
,,395520,No ratings yet,False,0,2016-01-20
,,269050,No ratings yet,True,1,2014-08-30
,,440,2 of 3 people (67%) found this review helpful,True,2,2014-02-11
,,440,1 of 1 people (100%) found this review helpful,True,2,2014-06-26
,,72850,1 of 1 people (100%) found this review helpful,True,2,2014-12-21
,,230410,2 of 2 people (100%) found this review helpful,True,2,2013-11-27
,"Last edited July 26, 2015.",440,No ratings yet,True,2,2014-08-26
,,105600,No ratings yet,True,2,2013-12-02
,,440,1 of 1 people (100%) found this review helpful,True,2,2013-12-10
,,220260,No ratings yet,True,1,2013-11-26
,,304930,No ratings yet,True,2,2014-08-04
,,440,No ratings yet,True,2,2014-02-07
,,252490,No ratings yet,True,2,2014-10-18
,,440,3 of 4 people (75%) found this review helpful,True,2,2014-01-09
2 people found this review funny,,105600,1 of 1 people (100%) found this review helpful,True,2,2015-07-08
5 people found this review funny,,222900,1 of 3 people (33%) found this review helpful,True,2,2015-05-10
,,104900,0 of 1 people (0%) found this review helpful,True,2,2015-05-28
,"Last edited May 17, 2015.",250580,0 of 1 people (0%) found this review helpful,True,2,2015-05-17
,,301520,0 of 1 people (0%) found this review helpful,True,1,2015-04-11
,"Last edited July 11, 2015.",2590,No ratings yet,True,2,2015-07-11
,,440,No ratings yet,True,2,2015-06-21
,,440,No ratings yet,True,1,2013-12-17
,,253030,1 of 1 people (100%) found this review helpful,True,2,2014-06-26
,,730,2 of 2 people (100%) found this review helpful,True,1,2014-07-15
,,10180,No ratings yet,True,1,2015-02-14
,,227940,No ratings yet,True,1,2015-02-03
,,570,No ratings yet,True,1,2014-08-29
,,24860,No ratings yet,True,1,2014-08-21
,,240,No ratings yet,True,1,2014-05-11
2 people found this review funny,,322170,1 of 1 people (100%) found this review helpful,True,1,2015-07-17
1 person found this review funny,,70,1 of 1 people (100%) found this review helpful,True,1,2015-07-07
,"Last edited December 18, 2015.",4000,1 of 1 people (100%) found this review helpful,True,1,2013-12-08
,"Last edited December 18, 2015.",440,1 of 2 people (50%) found this review helpful,True,2,2014-12-22
,,310370,No ratings yet,True,1,2016-02-17
,,206420,No ratings yet,True,1,2014-01-22
,,440,No ratings yet,True,1,2014-03-14
,,51100,No ratings yet,True,1,2013-12-25
,,440,No ratings yet,True,1,2013-12-04
,,200210,1 of 1 people (100%) found this review helpful,True,2,2014-04-08
,,440,No ratings yet,True,2,2014-05-09
,,47410,No ratings yet,True,2,2013-11-12
,,8190,No ratings yet,True,2,2014-02-25
,,440,1 of 1 people (100%) found this review helpful,True,2,2013-12-19
,,346110,No ratings yet,True,1,2016-04-18
,,339910,No ratings yet,True,1,2016-01-04
,,206420,No ratings yet,True,1,2015-07-09
,,237110,No ratings yet,True,1,2015-06-26
,,248570,No ratings yet,True,2,2015-03-29
,,204360,No ratings yet,True,1,2014-12-04
,,440,No ratings yet,True,1,2014-03-17
,,10,0 of 1 people (0%) found this review helpful,True,1,2013-11-26
,,730,No ratings yet,True,1,2016-04-06
,,225420,No ratings yet,True,1,2016-03-20
,,4000,No ratings yet,True,2,2014-04-02
,,550,No ratings yet,True,1,2014-03-14
,,440,No ratings yet,True,2,2014-01-14
,,107410,1 of 1 people (100%) found this review helpful,True,2,2014-01-26
,,730,1 of 1 people (100%) found this review helpful,True,1,2013-09-17
,,440,2 of 3 people (67%) found this review helpful,True,1,2015-02-17
,"Last edited July 12, 2014.",730,1 of 2 people (50%) found this review helpful,True,1,2014-07-12
,,630,No ratings yet,True,2,2013-12-26
,,570,0 of 1 people (0%) found this review helpful,True,1,2015-09-18
,,211420,3 of 3 people (100%) found this review helpful,True,2,2015-10-20
,,730,1 of 1 people (100%) found this review helpful,False,0,2015-10-20
,,330830,No ratings yet,True,2,2015-11-02
,,620,1 of 1 people (100%) found this review helpful,True,2,2014-03-20
,,440,1 of 2 people (50%) found this review helpful,True,2,2014-07-02
1 person found this review funny,,295270,0 of 3 people (0%) found this review helpful,True,2,2015-01-09
,,312990,No ratings yet,True,2,2014-11-08
,,249870,No ratings yet,True,1,2014-07-02
,,213330,No ratings yet,True,1,2014-04-17
,"Last edited February 23, 2015.",209000,1 of 1 people (100%) found this review helpful,True,2,2015-02-23
,,32800,0 of 1 people (0%) found this review helpful,False,0,2015-03-13
,,265210,No ratings yet,True,2,2015-03-13
,,35720,8 of 8 people (100%) found this review helpful,True,1,2014-09-21
,,389430,No ratings yet,False,0,2016-01-26
,,440,0 of 1 people (0%) found this review helpful,True,1,2014-01-23
,,203290,0 of 1 people (0%) found this review helpful,True,2,2014-01-11
,,230290,2 of 2 people (100%) found this review helpful,True,2,2015-09-09
,,219740,1 of 1 people (100%) found this review helpful,True,2,2014-07-13
,,286100,No ratings yet,True,1,2014-07-08
,,209160,No ratings yet,False,0,2014-07-08
,,4000,No ratings yet,True,2,2014-07-08
,,440,No ratings yet,True,2,2014-07-08
,,31280,1 of 2 people (50%) found this review helpful,True,2,2014-07-18
,,48700,8 of 9 people (89%) found this review helpful,True,1,2014-01-19
,,440,2 of 2 people (100%) found this review helpful,True,1,2014-03-29
,,6060,3 of 4 people (75%) found this review helpful,True,2,2014-01-12
2 people found this review funny,,35450,1 of 1 people (100%) found this review helpful,True,1,2016-04-29
,,440,2 of 2 people (100%) found this review helpful,True,2,2013-12-26
1 person found this review funny,,4000,1 of 1 people (100%) found this review helpful,True,1,2016-01-06
,,223710,No ratings yet,True,1,2015-12-31
,,440,No ratings yet,True,2,2015-12-28
,,224260,No ratings yet,True,2,2013-12-13
,,440,No ratings yet,True,2,2014-05-04
1 person found this review funny,,388090,0 of 1 people (0%) found this review helpful,True,1,2015-07-24
,,313120,0 of 1 people (0%) found this review helpful,True,2,2015-05-15
,,354140,No ratings yet,True,1,2015-04-03
1 person found this review funny,,440,No ratings yet,True,1,2015-03-27
1 person found this review funny,,72850,6 of 7 people (86%) found this review helpful,False,0,2015-04-25
,,113200,No ratings yet,True,1,2013-12-19
,,250600,1 of 1 people (100%) found this review helpful,True,1,2014-08-10
,,286100,No ratings yet,True,2,2014-11-15
,,730,No ratings yet,True,2,2016-05-10
,,299360,No ratings yet,True,2,2015-04-08
,,218230,0 of 1 people (0%) found this review helpful,True,2,2014-01-20
,,4000,No ratings yet,True,1,2015-11-07
,,208090,No ratings yet,True,2,2014-03-18
,,206420,No ratings yet,True,2,2014-01-20
,,550,3 of 5 people (60%) found this review helpful,True,2,2014-04-22
,,4000,4 of 7 people (57%) found this review helpful,True,2,2014-06-12
,,99900,1 of 2 people (50%) found this review helpful,True,1,2014-07-12
,,208090,0 of 1 people (0%) found this review helpful,True,1,2014-02-15
,,570,1 of 1 people (100%) found this review helpful,True,1,2014-06-28
,,440,0 of 1 people (0%) found this review helpful,True,2,2013-11-29
,,113200,No ratings yet,True,2,2014-08-07
,,252950,1 of 2 people (50%) found this review helpful,True,2,2016-01-02
,,200710,1 of 1 people (100%) found this review helpful,True,2,2014-06-20
,,304930,No ratings yet,True,1,2014-08-13
,,550,No ratings yet,True,1,2014-05-10
,"Last edited April 28, 2014.",440,No ratings yet,True,1,2014-03-23
,,22320,0 of 1 people (0%) found this review helpful,True,2,2014-02-21
,,4000,No ratings yet,True,1,2014-01-23
,,730,1 of 1 people (100%) found this review helpful,True,2,2014-02-21
,,349700,1 of 2 people (50%) found this review helpful,False,0,2015-10-27
,,317360,0 of 2 people (0%) found this review helpful,True,1,2014-10-30
,,304930,No ratings yet,True,2,2015-12-29
,,265210,No ratings yet,True,1,2014-08-01
,,219640,No ratings yet,True,2,2014-05-21
,,377160,No ratings yet,True,2,2016-03-28
,,61730,2 of 12 people (17%) found this review helpful,True,2,2014-06-25
4 people found this review funny,,730,6 of 6 people (100%) found this review helpful,True,2,2015-05-26
,,4000,1 of 2 people (50%) found this review helpful,True,2,2015-01-21
,,275850,2 of 2 people (100%) found this review helpful,False,0,2016-08-12
,Last edited August 27.,247730,3 of 5 people (60%) found this review helpful,True,1,2015-12-09
,,391540,No ratings yet,True,1,2016-01-24
,,72850,No ratings yet,True,1,2014-09-19
,,440,1 of 2 people (50%) found this review helpful,True,1,2013-12-04
,,440,1 of 1 people (100%) found this review helpful,True,2,2014-05-03
,,248570,No ratings yet,True,2,2014-06-13
,,4000,No ratings yet,True,1,2013-12-29
,,440,1 of 1 people (100%) found this review helpful,True,2,2014-07-19
,,222880,No ratings yet,True,1,2015-01-31
,,248570,No ratings yet,True,1,2014-05-26
